"","documents","docname","rating","day","blog"
"22","We took a trip to the National Gallery of Art in the lull between Christmas and New Years to see the Edward Hopper exhibit which continues until January 21. If you are in or near Washington before it closes, it would be worth your while to stop in and see it.   As is usual, the most famous of his paintings is in a gallery at the far end of the show which takes up several rooms, and there is a tendency, especially if there is a large crowd, to rush through the first rooms to get there; but if you do that, you will miss a treat. For his iconic paintings, known for their evocative effect, do not, I think, capture the full range of his artistic genius.   His earlier etchings and water colors do, however. To me, a painter must master light, and in these early paintings and sketches Hopper does indeed master it. Light and how it is absorbed and reflected on water, grain, roof tops, streets, and buildings are what makes his paintings of Glouster and Maine and Truoro so exceptional. The interplay between color, form and light has never been better illustrated.   After you've studied his early works and made it to the paintings for which he is most famous, you may notice what you'd overlooked in fascination with the scenarios represented: The gleam of reflected light off the coffee urns in Nighthawks, The different glow cast by different light sources in New York movie and Silber's Pharmacy, for example.   And, of course, it is a nostalgic view of middle class urban life we are seeing, because it is virtually non-existent in Manhattan where so much of this work was done.   Don't waste a lot of time reading what the museum has offered as explanations for some of these works. Hopper when asked usually replied there was no story; the painting just was what it was. "" Great art,"" he wrote,"" is the outward expression of an inner life in the artist, and this inner life will result in his personal vision of the world."" And I think he was being truthful. He was an artist, not a storyteller. Though if I taught creative writing, I'd have the class members write their versions. Like most good artists, Hopper has left it to the viewer's internal perspective to fill in the tale he depicted. Fill in the blanks with your personal vision.","at0800500_6.text","Conservative",5,"at"
"23","In the midst of all the media gushing over Obama's Iowa upset Thursday night, allusions to Bobby Kennedy's 1968 ""united country"" campaign were bound to resurface. But a front page piece at HuffPo Friday suggested another possible similarity -- that the first black man ever to reach such political heights in this country might also find his presidential crusade cut short by an assassin's bullet..  What's more, it warns, the rifle projecting that bullet might belong to an outfit headed by a ""right-wing Christian nationalist.""Jospeph Polermo begins Barack Obama, RFK, and Blackwater optimistically enough by comparing Thursday's Obama victory speech to one given by Kennedy at the University of Alabama almost 40 years ago.  The heart just can't help warming while reading his assertion that Obama shares the vision of the man who was assassinated before realizing his promises to unify the nation and end both the war abroad and poverty at home.  But hope quickly fades as the blogger appears to suddenly consider the chemistry of his audience, and warns Obama and his handlers that the potential candidate would pose:""a very real threat to the likes of Blackwater, Dyncorps, Halliburton, and the hundreds of other private companies currently profiteering from the Iraq occupation.""He then suggests that private security company Blackwater Worldwide has a vested interest in the perpetuation of the Iraq war, which an Obama presidency would ""apply the brakes"" to, adding that:""He therefore has some well-armed and lethally trained enemies that stand to lose their livelihoods if he follows through on his promise to end the Iraq occupation.""The delightfully corporate-paranoid piece then sets up its conclusion with this thoroughly unsubstantiated lamentation:""When the political winds blow toward radical change our recent history shows that there's a tendency for popular leaders on the left to face some form of unexplained tragedy."" [emphasis mine]Strangely enough, other than Kennedy's assassination of 4 decades ago, the lone ""tragedy"" Palermo had mentioned was the Islamofascists' cowardly suicide-murder of Benazir Bhutto ""who didn't live to see election day.""  And, even were her tragic death somehow analogous, surely once in 40 years does hardly a ""tendency"" make.  Now, let's be clear -- I'm not suggesting that the man who would be America's first president of color has no natural mortal enemies.  He likely does. In fact, Obama is currently one of only two would-be candidates enjoying secret service protection this early in the campaign game.  While Hillary's bushy tail is provided courtesy of her eight year stint as first lady, Barak's apparently stems from thus far unspecified threats to his life, assumedly racist in nature. And speaking of the immeasurably ambitious junior senator from New York, long before President Obama might pose a threat to the political machinery of the right, potential candidate Obama already poses such to one of its most powerful and power-thirsty counterparts on the left.  After all, with what tricks might the Clinton machine hope to hamper the momentum of this man who now holds Iowa under his belt?  Inevitability -- gone. Experience -- questionably argued from the start and apparently of no value at the finish.  Attack Ads -- are more likely to spark a ricochet consequence by reinforcing Hill's already vicious image to a party obviously seeking peace than to impede the stampede.And yet, while it appears perfectly acceptable to suggest that agents of Blackwater might murder a presidential candidate, just imagine the outcry from the mainstream media were anyone to suggest that agents of a Whitewater principal might do the same.","at0800500_7.text","Conservative",5,"at"
"24","There is no more dangerous situation in the world today than what is happening in Pakistan. The incendiary combination of radical Islamists, unstable government, and nuclear weapons presents the greatest challenge to US security seen in many years.But this tense, volatile, potentially catastrophic situation only means business as usual for the New York Times and the cabal of leakers in the CIA who, unelected though they are, still arrogantly assume that they can dictate policy to the White House by leaking the most sensitive and secret plans of our government:President Bush’s senior national security advisers are debating whether to expand the authority of the Central Intelligence Agency and the military to conduct far more aggressive covert operations in the tribal areas of Pakistan. The debate is a response to intelligence reports that Al Qaeda and the Taliban are intensifying efforts there to destabilize the Pakistani government, several senior administration officials said. Vice President Dick Cheney, Secretary of State Condoleezza Rice and a number of President Bush’s top national security advisers met Friday at the White House to discuss the proposal, which is part of a broad reassessment of American strategy after the assassination 10 days ago of the Pakistani opposition leader Benazir Bhutto. There was also talk of how to handle the period from now to the Feb. 18 elections, and the aftermath of those elections. Several of the participants in the meeting argued that the threat to the government of President Pervez Musharraf was now so grave that both Mr. Musharraf and Pakistan’s new military leadership were likely to give the United States more latitude, officials said. But no decisions were made, said the officials, who declined to speak for attribution because of the highly delicate nature of the discussions. ""The highly delicate nature of the discussions"" may be the understatement of the year. With rioters already in the streets of Pakistan and Musharraf barely able to keep the lid on, the prospect of the CIA or US Special Forces operating on Pakistani territory - even if it is only under discussion - has the potential to bring about an explosion of anti-American violence in the streets directed against Musharraf.This is something all the critics of American timidity in attacking Taliban and al-Qaeda sanctuaries in the tribal areas of Pakistan have never understood. Musharraf has been adamant that no US forces operate on Pakistani territory because he well knows that the radicals would be easily be able to stir up a hornets nest of anti-American sentiment in the streets. This would destablize the government even more. And if this were to come to pass, it would be a direct result from unnecessary leaks from the faction at the CIA opposed to any aggressive move by America to protect itself or its interests and their willing partners at the New York Times who never met a secret they didn't want to spill.","at0800600_0.text","Conservative",6,"at"
"25","Just as Edwards and Obama ganged up on Hillary Clinton in their debate on ABC last night, so too did GOP rivals of candidate Mitt Romney in their portion of the evening's proceedings.And they did it for the same reason; to deal a fatal blow to their rival's chances for ultimate victory. Politico's Jonathon Martin (who is responsible for spreading a false rumor on the eve of the Iowa Caucuses given him by the Romney campaign that Fred Thompson was going to drop out of the race) also highlights the personal animus most of the GOP candidates hold for Romney:For months, there has been an open secret among insiders working in or covering the 2008 Republican campaign: The rival candidates despise Mitt Romney. After Saturday night in New Hampshire, it's no longer a secret. The contempt was obvious, and relentless. And it was harnessed for clear strategic purposes at the debate. Everyone — even candidates who don’t seem to be in the center of the New Hampshire action — felt it was in their interest to pile on the former Massachusetts governor. Romney may have been knocked from front-runner status in Iowa, but this night he was at the center — of a rhetorical firing squad. Four of Romney’s Republican opponents joined together to put him through a grueling evening, taking turns offering derisive quips and questions about his authenticity and throwing him on the defensive at a critical moment for his campaign. Being on the defensive was exactly what Romney could not afford. Trailing John McCain in the latest New Hampshire polls by as much as 7 points, Romney was hoping to attack McCain on immigration and taxes only to spend most of his time fending off the attacks of most of his rivals.Fred Thompson, meanwhile, bringing up the rear in New Hampshire polls, acquitted himself well by mostly staying above the fray. Many observers believe he actually won the debate although as far as which candidate benefitted the most it would have to be McCain. Romney did well enough but hardly touched his rival. All the candidates will have another chance tonight on the Fox News debate.","at0800600_1.text","Conservative",6,"at"
"26","Last night's ABC debate among Democratic candidates featured a double barrelled attack on Hillary Clinton from Barack Obama and John Edwards:Senator Barack Obama and John Edwards went after Senator Hillary Rodham Clinton as never before in a televised debate here on Saturday night. With Mr. Obama hoping that a victory in New Hampshire, following his first-place finish in Iowa, would make him difficult to beat in the race for the Democratic presidential nomination — and with Mr. Edwards looking to defeat Mrs. Clinton in a second straight contest — they entered an alliance of convenience. In an exchange that summed up the basic story line of the contest, they cast her as a candidate of the status quo who would fail to deliver the changes in government that many Democratic voters demand. With the New Hampshire primary two days away, Mrs. Clinton found her courage, likability and judgment questioned. But she fought back as she did when she was first lady of Arkansas and of the United States — with defiance and flashes of anger, pursing her lips, stiffening her back and staring intently at her rivals.Leaving aside the goo-goo eyed Times description of how Hillary Clinton responded to the attacks on her, the fact is her campaign is sinking in New Hampshire and it's pretty obvious they don't know how to turn it around. From a double digit lead for Hillary last week, two polls out yesterday show that Clinton and Obama are in a virtual tie on the eve of Tuesday's primary. And the excitement and momentum all seem to be with the Illinois senator, especially given the media frenzy over his historic win in Iowa on Thursday.But Clinton still has an enormous amount of money in the bank (some estimates place it at $21 million) and a huge lead in delgates thanks to her wrapping up so many of the ""super delegates"" to the convention next August. A loss in New Hamspshire would be a blow but not a fatal one. There is still Super Tuesday ahead on February 5 where she will win several northeastern states and is still competitive in California.And Obama is still very inexperienced. The chances of him making a serious blunder or verbal gaffe between now and February cannot be dismissed. And with the probability that she would be the only candidate positioned to take advantage of such a mistake, counting out Hillary Clinton, never a good strategy to begin with, is not in the cards.","at0800600_2.text","Conservative",6,"at"
"27","Dick Morris, former Clinton campaign guru, on some scenarios coming out of New Hampshire for the Democrats:Hillary cannot be knocked out even if she loses all the early primaries. Her berth in the finals is assured by her national standing, her strength among “super delegates"" (Congressmen, Senators, Governors and State Party Chairmen who automatically get votes at the convention) and her financial clout. But she can and will be bloodied. Meanwhile, if Obama wins in New Hampshire, particularly if he does so by a convincing margin (which we think is likely) he will probably go on to sweep Nevada and South Carolina, the other two early primaries. His status as front runner will be solidified - and that's where his troubles will start. Once Hillary is no longer in the dock, undergoing the scrutiny of being a front runner, Obama will have to endure the slings and arrows. Hillary will probably play the race card. Not overtly and not directly, but she will speak in code saying that Obama can't win. What that really means is that a black cannot prevail in 2008 in the United States. We, presumably, aren't ready. But Obama will benefit from a generational surge that animated his Iowa victory. In the caucuses, he carried voters under 30 by four-to-one. In a contest that had been about transcending race and gender, the key factor on which it turned was age. Generation X saw in Obama a way to push the boomers off the stage, taking their drugs and permissive lifestyle with them. To these young voters, Obama is the future and the Clintons are the distant past. He believes Edwards has no chance and will drop out soon after New Hampshire. As for the Republicans: Unless Huckabee shows real momentum by a Michigan or a Florida win. If it appears likely that the GOP field will come down to Rudy, McCain and Huckabee, the economic conservatives (Rush Limbaugh et al) will realize that they have no horse on which to bet. On taxes and fiscal issues, they see McCain as too liberal for opposing Bush's tax cut and worry about Huckabee's spending and tax policies in Arkansas. They might back Rudy but his pro choice position scares them. So . . . they may need to breathe new life into either Thompson or Romney. The former task is like raising the dead, so they may settle on Romney giving Mitt a new lease on life. Most likely, Rudy, McCain, Huckabee and Romney all compete on Super Tuesday and none of them wins a majority. Then it goes to Ohio and Texas who vote in early March . . . or, quite possibly, to the convention floor. The prospects for a brokered convention are still remote. But if the Republicans have 3 (or more) viable candidates emerging from the Super Tuesday gaggle of 21 primaries where more than half Republican convention delegates will be chosen, the chances rise dramatically. Stay tuned...","at0800600_3.text","Conservative",6,"at"
"28","Neil MacFarquahar of the New York Times artfully navigates politically sensitive waters with an article on the problem of wife-beating among Muslims in the United States. The general question, simply put, is how to admit a pattern of outrageous behavior by designated victim groups, without provoking a serious reaction of outrage. So the reportage is artfully constructed to imply that solution as well as the problem lie within Islam, and non-Muslims have a minor role, if any, to play.Thus, the article begins with insensitive Americans failing to accommodate the special needs of battered women who happen to be Muslim:After enduring seven years of beatings from her husband, a young Yemeni-American woman recently fled to a local shelter, only to find that the heavy black head scarf she wore as an observant Muslim provoked disapproval. The shelter brought in a hairdresser, whose services she accepted without any misgivings. But once her hair was styled, administrators urged her to throw off her veil, saying it symbolized the male oppression native to Islam that she wanted to escape.Rather than dwelling on the insensitivities of the battered women's services branch of American feminism, the Times quickly moves on to the heroines of the piece, the forces within the American Muslim community seeking to provide Islamically-correct shelter services, and avoiding conceding that there might be any special problem among Muslims, despite the awkward fact that the Koran endorses beating women.scattered organizations founded by Muslim American women are creating a movement to define it as an unacceptable cultural practice. The problem occurs among American Muslims at the same rate as other groups, activists say, but is even more sensitive because raising the issue is considered an attack on the faith. ""The Muslim community is under a lot of scrutiny, so they are reluctant to look within to face their problems because it will substantiate the arguments demonizing them,"" said Rafia Zakaria, a political science graduate student at Indiana University who is starting a legal defense fund for Muslim women. ""It puts Muslim women in a difficult position because if they acknowledge their rights, they are seen as being in some kind of collusion with all those who are attacking Muslim men. So the question is how to speak out without adding to the stereotype that Muslim men are barbaric, oppressive, terrible people.""To no one's surprise, as the Times reportss it, one of the biggest problems (as always) is the racism (in this case ""Islamophobia"") of ordinary Americans. But for all the hate-filled bigots populating the United States, the problem would be much more manageable. We just need to realize that head coverings, burkhas, and the like are part of the gorgeous mosaic we celebrate as diversity.While the Times is usually gung-ho for change when it has identified a feminist issue in which women are victimized (think on-campus rape), there is little focus on voices calling for a rapid solution that would put a halt to widespread abuse. Instead, readers are informed,...activists expect real change will only come with the next generation of Muslim women here, raised in an American context that condemns such violence.  And what about that Koranic injunction?To counter opposition rooted in religious texts, Mr. Magid [an Islamic cleric in Virginia]  and others use the example of Prophet Muhammad. There is no record of him striking one of his wives; rather, he would withdraw when angered.... Mr. Magid should know that there is such a record. This line is found in about the middle of a long hadith. Aisha, Muhammad's child-wife, is speaking:He [Muhammad] struck me on the chest which caused me pain....Mr. Magid does acknowledge that there are certain other scriptural problems:The raging debate comes with Chapter 4, Verse 34 in the Koran, long interpreted as giving husbands the right to strike their wives as the final step in an escalating series of punishments for being rebellious.Maha B. Alkhateeb, who helped edit a book on domestic violence called ""Change From Within,"" is among the leading activists pushing a new interpretation of the verse that understands it as calling for women to be obedient to God.But given that the Koran is considered the unassailable word of God, it is particularly difficult for young, often secular women to promote a new interpretation.Oddly enough, the verse in question is not cited. Could that possibly be because it seems rather unbambiguous? One translation:  Men are the maintainers of women because Allah has made some of them to excel others and because they spend out of their property; the good women are therefore obedient, guarding the unseen as Allah has guarded; and (as to) those on whose part you fear desertion, admonish them, and leave them alone in the sleeping-places and beat them; then if they obey you, do not seek a way against them; surely Allah is High, Great.James Arlandson covered the subject of domestic violence in the Koran for AT readers almost three years ago, and included analysis of the claims of those who deny that husbandly violence against wives receives sanction.Hat tip: Jack Kemp (not the politician)","at0800600_4.text","Conservative",6,"at"
"29","George Tenet has engaged counsel to represent him in the investigation of the destruction of the CIA's interrogation tapes of top Al Qaeda figures. According to Newsweek, he's engaged Howard M. Shapiro. If Mr. Shapiro's name rings a bell, it should. He was criticized for his role in Clinton's filegate scandal. Neil Lewis of the New York Times wrote in 1997: Mr. Shapiro became the focus of criticism for several reasons. He is both a close associate of Louis J. Freeh, the F.B.I. Director, and he was at the center of the bureau's internal investigation of the improper transfer to the White House of more than 900 confidential background files in 1993, many of them on prominent Republicans. The files were provided to the White House at the request of Craig M. Livingstone, who headed the White House security office even though he was a political campaign operative without any law-enforcement experience. Mr. Clinton has insisted that the acquisition of the files was an innocent if sizable mistake while Republicans expressed suspicion that it was part of an effort to collect intelligence on political rivals. The issue of the files remains a mystery, and the White House has not yet said who hired Mr. Livingstone for such a sensitive post. Last year, House Republicans called on Mr. Freeh to dismiss Mr. Shapiro for some of the steps he had taken while trying to determine how the confidential files came to be sent to the White House. Republicans eventually acceded to a plan by the Justice Department to have its internal watchdog unit evaluate Mr. Shapiro's actions. In its report today, the Justice Department's investigative unit said that although Mr. Shapiro had not engaged in any professional misconduct, some of his actions had ''exacerbated a political problem by contributing to the appearance that the F.B.I., and particularly Shapiro, was not sufficiently independent of the White House.''He had also taken it upon himself to send over to the White House the book manuscript of former FBI agent Gary Aldrich, which had been critical of Clinton.","at0800600_5.text","Conservative",6,"at"
"30","In today's article, Only McCain can beat Obama, Richard Baehr made a case for Senator McCain as the GOP nomination for the President of the United States in 2008, but this writer disagrees.The word from the trenches is that many Republicans, this writer included, are sick and tired of Democrat-lite candidates or rather, Republicans-in-Name-Only, (RINOs), heading up any tickets for the GOP. Moving to the left is clearly not what Americans really want, as exhibiting by staunch conservative Bobby Jindal's victory in Louisiana. It is time for all Republicans to demand that we move back to what the GOP used to stand for, less government, lower taxes, anti illegal immigration, fiscal responsibility, and a strong military, both offensive and defensive.John McCain says that he is for a strong America but then unbelievably votes against it, time and again. For example, he voted YES on banning drilling the Arctic National Wildlife Refuge (Mar 05) when it's clear that not only can it be done cleanly (Alaskan Pipeline) but that America can begin to take itself off of foreign oil as we strive for alternative energy. But what is odder is that Senator McCain voted to defund renewable and solar energy exploration back in June of 1999 which is the incentive for companies to do research on cleaner fuels for America. Indeed, as of December 2006, McCain received a 17% rating by CAF which indicates that Senator McCain is opposed to US energy independence. Why would anyone vote again that?Next, Senator McCain is awful fond of banning things, which, as Republicans, we should not be embracing. He voted, in June 2006, on a Constitutional ban on burning the US Flag. As a veteran, I find flag-burning to be obnoxious and disgusting but it is protected under the First Amendment. And speaking of banning things, Senator McCain is also for banning ""certain"" assault weapons, banning ""cheap"" guns (whatever they are), and requiring safety locks. (1999-2000). As the GOP, we are not into limiting personal behavior, personal safety, nor infringing on state's rights, which Senator McCain seems more than willing to do. Indeed, Senator McCain is also against an ""unfiltered"" Internet as he deems that it steals the ""innocence"" away for America's children. (More Federal interference anyone?) In August of 1999, McCain stated that violent web sites and videos are a problem. True enough but this writer believes that it is the parent's responsibility to raise their children NOT the federal government. Unless of course, Senator McCain thinks it takes a village like Hillary Clinton does. These, however, are the traits of a RINO, or Democrat-lite, not a Republican.Probably the worst stance that a GOPer would find on Senator McCain is his stance on illegal immigration. In November of 2007, McCain stated that illegal immigrant's are ""God's children."" That's nice John, but they can be ""God's children"" in their own nation. Even more stunning is his stance back in October of 2004 wherein he stated that he would like to give everyone in the world an opportunity to live in America! This writer HOPES that he will exclude  free-loaders in that ""open-door"" policy as we have enough already! As of December 2006, the USBC gives Senator McCain a rating of 18% which means that he is an ""open-border"" advocate. And in keeping with his wish for the whole world to move here, he's voted YES on things like: Amnesty. Allowing illegal aliens to participate in S.S.  No more ballot initiatives AGAINST immigration. Giving guest workers a path to citizenship. Allowing MORE foreign workers in the US for ""farm work"".Senator McCain states that illegals do the jobs Americans won't do but how can we really know that while the illegals are still here, working those jobs, cheaper than American's can? In the arena of government, Senator McCain takes a big government stance in some areas while slicing and dicing in others. Unfortunately, his ideas are 180 degree out from what a real Republican would shoot for. He is of course, against term limits, claiming that term limits will get rid of the good along with the bad, which is of course, pure hogwash. It prevents the development of corrupt career politicians and encourages action not blathering and dithering, all of which are rife on The Hill. In September of 1998, while Bill Clinton was destroying the US military, Senator McCain was also calling for a reduction in governmental scope and size...including the US military. That is not what a true Reagan Republican would want. Moreover, if McCain wanted to downsize the Federal government, then why would he want to Federalize aviation security, which, when compared to private security, consistently underperforms while overcharging and unionizing?It appears that Senator McCain is somewhat confused about the traits of a Republican when, for example, in 1994 he voted to end the Vietnam embargo, voted for normal trade relations with Vietnam in 2001, yet votes to maintain the Cuban Embargo, which in reality, is a joke. Even more odd is his position that America should overthrow ""rogue"" governments in order to keep America safe (2000) yet he calls waterboarding torture, even though no physical harm is done. McCain also thinks that we should consult LAWYERS on war decisions (2007) so that we don't go to war ""half-cocked"". Now THAT is a joke. He wants to close Gitmo, apparently sending the terrorists back where they came from to fight against us again but he calls for the US to indict Castro! Yet back in September of 2006, McCain voted NO to compel the CIA to provide written reports the interrogation methods of the detainees. Also, he voted NO back in July 2005, to restrict US business with entities linked to terrorism. It simply does not add up the way Senator McCain thinks and this essay does not even take him to task for that horrid McCain/Feingold Act, again, limiting freedom.Let's examine a few more of Senator McCain's votes which stray far from the Republican plantation. Voted YES on setting aside 10% of highway funds for minorities & women. (Mar 1998) Voted NO on ending special funding for minority & women-owned business. (Oct 1997) Regulate nicotine as a drug. (Jul 1998) Remove charitable deduction; it only benefits rich. (Jan 2000) Middle-class tax cut: expand 15% tax bracket. (Jan 2000)What this writer finds the most disturbing is that McCain promises a middle-class tax cut but wants to expand the 15% tax bracket where many middle-class Americans fall smack into! Also, removing the charitable deduction does not just help the rich, it helps millions of Americans, including this writer, who give freely to charities across the land to get a little back for donating. Why would a Republican want to remove that? The answer is a real Republican would not.Senator McCain, as we have seen above, is NOT a Republican and should not, in any way, shape, or form, be on the 2008 Republican ticket. He is an open border advocate as is Hillary Clinton, Barack Obama, and George Soros! He has fought against term limits, one of the issues that millions of Americans want and demand, as well as fighting against our dependence on foreign oil! Senator McCain's stance on the issues is typically like a Democrat's; that is, any which way the wind blows. It is high-time that Republicans stood up and demanded that we get candidates who uphold our Party's platform. If not, then we can either sit at home or write in the only real conservative on the ticket, Fred Thompson's name, in disgust over the RINOs (Romney, Giuliani, and McCain). Maybe the GOP needs a tour out in the wilderness in order to produce another Reagan. But in any event, this writer, and probably many more Americans won't be voting for a RINO in November so to the RNC, here is a helpful hint: ""reexamine who you put forth on the ticket, unless wandering in the wilderness is something you enjoy.""","at0800700_0.text","Conservative",7,"at"
"31","The prospect of a ringing defeat in New Hampshire has led to speculation that Hillary Clinton soon will fold up her tent and abandon the quest that has animated most of her adult life. I don't buy it. Not now.I see a slightly different scenario playing out. But then again, I am prone to a certain amount of wishful thinking when it comes to the fate of the former First Lady/junior Senator from New York.Robert Schrum speculates  that Hillary may be running out of money:She has probably spent much of the $100 million that she's raised, and last week her big givers were being urgently importuned to raise more. Incredibly, the one-time Dem juggernaut may struggle financially to reach Feb. 5.I am not nearly as wired-in to Team Clinton as Schrum, but I have never noticed a weakness in the fund-raising department when it comes to the Clintons. They know how to lean on the moneybags. In the worst instance, a personal loan to the campaign from the ample Clinton coffers could keep her in the race until the February primaries. I would love to hear the conversation between the loving couple when Hill asks Bill to co-sign the loan, though.It is probably true that more members of the Clinton machine, political pros who may see a looming post-Clinton era and want to have a career in it, may be contemplating jumping ship. So the question becomes what would Hillary do about defectors, especially those who join the Obama surge?If the past is any guide, pressure will be brought to bear. No need to specify what kind of pressure it might be, but the Clinton machine has long demonstrated an ability to keep its own house in order when it comes to protecting secrets and supporting the boss.Which raises the interesting possibility of insiders spilling their guts in retaliation for the retaliation they have received after jumping ship. There are a lot of people who have observed the Clintons in a lot of trying circumstances. If it truly looks like the SS Clinton has taken on water, is listing and about to sink,  then the floodgates could open.It is too soon to actually predict a Wagnerian Götterdämmerung, but neither can one be ruled out as a pure fantasy.For now, that mere possibility will do quite nicely. All of a sudden, Hillary has become my candidate of hope for change.Hat tip: Clarice Feldman  Update:Just heard the tearing-up speech and agree with Rush that it was a strategized move, intended to evoke sympathy.She's long been told she needs to humanize herself, so that voters can connect with her. She is also known to have charmed plenty of people in high level small gatherings. Robert Shrum wrote today:Contrary to the caricatures, Hillary Clinton is a real person, often funny in private, with engaging qualities that have been well-hidden in this campaign. But the hour is late and even if the real Hillary emerges, voters might see it as just another contrivance.I see that charm-emitting small group sub-personality as another contrivance, too. Hillary has a number of distinctly different modes of behavior, appropriate to her goals and circumstances. Someone like Shrum would see Hillary's passionate and vulnerable side as the ""real Hillary"" whereas I see it as another behavioral modality, used mostly on people she needs to cultivate. It is a private side, which makes it seem real to those experiencing it.But there are other private sides: the unimportant staff, treated coldly; and of course, the private side with Bill. We hear of the stormy, foul-mouthed raging arguments because they are so audible. But who knows what else?Update:Clarice Feldman emails me: ""Edwards' guy Joe Trippi says she is out of money--she had $35 million in Oct and is spending $20 a month. For what it's worth.""That is an incredible cash burn. So she will have to cut back drastically if she stays in the race. She operated regally because she believed in her own inevitability. That is too much to raise suddenly.Maybe she is smart enough to see the handwriting on the wall. Nothing like firing a lot of insiders to generate bad press. IF she does pull the plug and wants to stay in politics as a Senator, she needs to handle this with dignity, and undoubtedly is aiming for sympathy. Tearing-up but keeping control could be the first step in withdrawing.The Götterdämmerung remains a fantasy.","at0800700_1.text","Conservative",7,"at"
"32","You can judge a man (or a political movement) by his enemies. Tom Maguire notes an interesting thing about the left:Let me see if I understand this - John Edwards and the Krugman Democrats want to negotiate with the Iranians and North Koreans but not the drug companies or health insurers.Well, as long as we are clear who the bad guys are.Commenter Steveaz explains the thinking:I'm seeing a pattern here.If a threat is real and deadly, the Democrats want to talk to it, not ""fight"" it.But if a threat is illusory, mundane, and invisible, then the Democrats want to ""fight"" it. Of course, their idea of a fight is to convene a commission. But just like their ""war"" on poverty, the Dem's ""fights"" against ""Big Pharma"" and ""Big Oil"" are only attempts to gain votes.Maybe it's better that the Democrats won't ""fight"" Iranian nukes and global Islamofascism. If they did, we'd have to sit thru CNN's ""analysis"" of a zillion politicized commission-reports, And a Valerie Plame, a Gorelick, or a Downing Street Memo can always get slipped into these committees to ensure the ""punches"" fall on the Left's favorite villains: Americans and Republicans.No wonder why when Dems are in charge our enemies steal our lunch money.","at0800700_2.text","Conservative",7,"at"
"33","Are these guys suicidal or what?A couple of Iranian patrol boats took off after three US naval warships and, according to the Pentagon, ""harrased"" the ships in the narrow Straits of Hormuz:In what U.S. officials called a serious provocation, Iranian Revolutionary Guard boats harassed and provoked three U.S. Navy ships in the strategic Strait of Hormuz, threatening to explode the American vessels. U.S. forces were on the verge of firing on the Iranian boats in the early Sunday incident, when the boats turned and moved away, a Pentagon official said. ""It is the most serious provocation of this sort that we've seen yet,"" said the official, who spoke on condition of anonymity because he was not authorized to speak on the record. The incident occurred at about 5 a.m. local time Sunday as a U.S. Navy cruiser, destroyer and frigate were on their way into the Persian Gulf and passing through the strait - a major oil shipping route. Five small boats began charging the U.S. ships, dropping boxes in the water in front of the ships and forcing the U.S. ships to take evasive maneuvers, the Pentagon official said. There were no injuries but the official said there could have been, because the Iranian boats turned away ""literally at the very moment that U.S. forces were preparing to open fire"" in self defense. The official said he didn't have the precise transcript of communications that passed between the two forces, but said the Iranians radioed something like ""we're coming at you and you'll explode in a couple minutes.""Iran has been aggressive against US ships in the Straits before. But this kind of action smacks of suicide - something it appears they wanted the Americans to think. More likely they were hoping to start an incident that would have the rest of the world calling for the Navy to leave the Persian Gulf alltogether.Not very smart - but neither is buzzing a missile frigate. Our seamen have a long memory and few forget what happened to the USS Cole when a small boat filled with explosives crashed into her, killing 17 men.No doubt there will be more incidents of this nature in the future as the Iranians continue to test our resolve.","at0800700_3.text","Conservative",7,"at"
"34","I almost didn't want to blog about this today but it was the last debate before voting begins and some of you may have wondered why a premier political site like AT wasn't covering it. I'm talking about the Republican Debate last night on Fox. For those who were able to keep awake through it all, I congratulate you. I, myself was unable to keep my eyes open and missed the last 15 thrilling minutes. But from what I saw, I would make the following observations.1. Mitt Romney had his best debate in months and may have reversed the McCain momentum a little. It probably won't be enough for him to win but it will keep him close enough that he can go on to Michigan with some confidence. In fact, if he can narrow the gap to 5 points or less, Romney may be able to claim a comeback of sorts.2. McCain disappeared last night. He was subdued and had little energy. Perhaps he was playing it safe. If so, he made a mistake.3. Mike Huckabee lacked his usual charm and wit, couldn't answer a direct question about his tax increases while governor of Arkansas, and generally stunk up the place. For his sake, I hope no one in South Carolina was watching.4. Fred Thompson should employ a comfy red chair rather than his red pickup truck as a campaign symbol. Thompson has excelled in these roundtable debates where everyone is seated and the mood is a little more relaxed. His performance won't help him in New Hampshire but for his sake, I hope everyone in South Carolina was watching. 5. Rudy Giuliani was better last night than he was in the ABC debate on Saturday. But the focus has gone off of Giuliani and he is going to have to find a way to recapture interest in his campaign. Right now, no one cares about Florida which is where Rudy is pinning most of his hopes. He seems to have moved into the background with the focus on these early primaries.Summary: Fred won on points. Romney on style and because he needed to hit a home run, should be declared the overall winner.I'd say McCain was the loser because he failed to rise to the challenge and appeared to be resting on his laurels. It shouldn't hurt him enough that he loses tomorrow but it will probably take away some of his momentum.","at0800700_4.text","Conservative",7,"at"
